28900,摇曳百合♪♪,ゆるゆり♪♪,526,7.7
3622,向阳素描×☆☆☆,ひだまりスケッチ×☆☆☆,527,7.7
99748,美妙天堂,プリパラ,528,7.8
3641,第一神拳 New Challenger,はじめの一歩 New Challenger,529,7.9
266301,异兽魔都,ドロヘドロ,531,7.7
28066,飞出个未来 第2季,Futurama (Season 2),532,8.0
320857,Tropical-Rouge！光之美少女,トロピカル～ジュ！プリキュア,533,8.2
181354,齐木楠雄的灾难,斉木楠雄のΨ難,534,7.7
14876,小魔女DoReMi ♯,おジャ魔女どれみ♯,535,7.8
185943,末日时在做什么？有没有空？可以来拯救吗？,終末なにしてますか？ 忙しいですか？ 救ってもらっていいですか？,536,7.7
899,名侦探柯南,名探偵コナン,538,7.7
138829,终物语,終物語,540,7.7
283,南家三姐妹,みなみけ,541,7.7
322967,境界触发者 第三季,ワールドトリガー 3rdシーズン,542,8.0
2097,秀逗魔导士TRY,スレイヤーズTRY,543,7.7
8386,北斗神拳,北斗の拳,544,7.7
893,灰羽联盟,灰羽連盟,545,7.7
18254,三千里寻母记,母をたずねて三千里,549,8.1
2712,浪客剑心,るろうに剣心 -明治剣客浪漫譚-,550,7.7
56117,猫物语（黑）,猫物語（黒）,551,7.7
50323,南方公园 第12季,South Park Season 12,557,7.9
9618,星界的战旗II,星界の戦旗II,559,7.7
216310,向山进发 第三季,ヤマノススメ サードシーズン,560,7.7
1752,来来猫,くるねこ,561,7.7
12579,凡尔赛玫瑰,ベルサイユのばら,564,7.8
10375,传说巨神伊迪安,伝説巨神イデオン,565,7.7
185792,小魔女学园,リトルウィッチアカデミア,567,7.6
8748,花田少年史,花田少年史,568,7.7
806,铁臂阿童木,鉄腕アトム,570,7.7
36355,鲁邦三世 ～名为峰不二子的女人～,LUPIN the Third ～峰不二子という女～,573,7.7
4075,此时此刻的我,今、そこにいる僕,575,7.7
91987,摸索吧！部活剧 再来一个,てさぐれ!部活もの あんこーる,577,7.7
271151,擅长捉弄的高木同学 第二季,からかい上手の高木さん②,579,7.7
1617,不可思议的教室,ぱにぽにだっしゅ!,580,7.7
4193,NHK15个动画短片,アニ＊クリ15,581,7.7
1639,变形金刚,The Transformers,582,7.8
10391,城市猎人,シティーハンター,583,7.7
296659,Love Live! 虹咲学园校园偶像同好会,ラブライブ！虹ヶ咲学園スクールアイドル同好会,586,7.6
4237,兽爪,ケモノヅメ,588,7.7
1030,翼神传说,ラーゼフォン,589,7.6
10941,少年正义联盟 第一季,Young Justice Season 1,592,7.8
10742,恶魔阿萨谢尔在召唤你,よんでますよ、アザゼルさん。,593,7.6
289829,甜梦猫,ミュークルドリーミー,594,7.7
159826,魔法使光之美少女！,魔法つかいプリキュア!,597,7.7
152691,探险活宝 第七季,Adventure Time season 7,598,8.0
2784,犬夜叉,犬夜叉,600,7.6
8081,荒川爆笑团2,荒川アンダー ザ ブリッジ×ブリッジ,602,7.6
243916,约定的梦幻岛,約束のネバーランド,603,7.6
251547,黄金神威 第二季,ゴールデンカムイ 第2期,606,7.6
7777,海绵宝宝第一季,SpongeBob SquarePants Season 1,610,7.6
24274,鲁邦三世  第一期,ルパン三世,613,7.7
20547,迷糊餐厅 第二季,WORKING'!!,614,7.6
114161,南方公园 第18季,South Park Season 18,617,7.7
40310,少女与战车,ガールズ&パンツァー,619,7.6
62285,美妙旋律 Rainbow Live,プリティーリズム・レインボーライブ,622,7.8
31836,飞出个未来 第3季,Futurama (Season 3),624,8.0
3819,阿凡提的故事,阿凡提的故事,626,7.6
332649,漂流少年,Sonny Boy -サニーボーイ-,628,7.6
129844,钻石王牌 第二季,ダイヤのA -SECOND SEASON-,629,7.7
39087,幸福小镇 春岛篇,幸福小镇 第一季,635,7.9
106654,探险活宝 第二季,Adventure Time season 2,636,7.8
2710,风人物语,風人物語,637,7.6
296109,国王排名,王様ランキング,638,7.6
1451,东之伊甸,東のエデン,640,7.6
77171,高达创战者,ガンダムビルドファイターズ,641,7.6
1969,奔向地球,地球へ…,642,7.7
2049,他和她的故事,彼氏彼女の事情,643,7.6
236020,来玩游戏吧,あそびあそばせ,645,7.6
60606,南方公园 第7季,South Park Season 7,648,7.8
2531,空中秋千,空中ブランコ,651,7.6
1487,樱兰高校男公关部,桜蘭高校ホスト部,652,7.6
14588,摇曳百合,ゆるゆり,653,7.6
36271,棋魂特别篇 迈向北斗杯之路,ヒカルの碁スペシャル 北斗杯への道,654,7.6
174584,Flip Flappers,フリップフラッパーズ,656,7.6
3893,原罪的卡辛,キャシャーンSins,659,7.7
25442,南方公园 第1季,South Park Season 1,661,7.7
296875,境界触发者 第二季,ワールドトリガー 2ndシーズン,662,7.7
4400,失落的宇宙,ロスト・ユニバース,666,7.6
262940,某科学的超电磁炮T,とある科学の超電磁砲T,667,7.6
265708,女高中生的无所事事,女子高生の無駄づかい,668,7.6
331887,86 -不存在的战区- 第二季,86―エイティシックス― 第2クール,672,7.6
2464,荒川爆笑团,荒川アンダー ザ ブリッジ,673,7.6
2789,乱马1/2,らんま1/2,674,7.6
7667,猫怪麦克,ホワッツマイケル,675,7.8
126173,ReLIFE,,676,7.6
2882,青之文学,青い文学シリーズ,677,7.6
3642,甜甜私房猫 第二季,チーズスイートホーム あたらしいおうち,679,7.6
85204,妄想学生会＊,生徒会役員共*,680,7.6
52392,南方公园 第10季,South Park Season 10,681,7.7
4046,危险调查员,MASTERキートン,682,7.7
174142,编舟记,舟を編む,684,7.6
56403,南方公园 第3季,South Park Season 3,686,7.8
919,道子与哈金,ミチコとハッチン,687,7.6
29307,境界线上的地平线 第二季,境界線上のホライゾンII,688,7.6
286,机动战士高达00,機動戦士ガンダム00,689,7.6
309,真实之泪,true tears,691,7.6
7408,青兰圆舞曲,おにいさまへ…,692,7.8
3169,超时空要塞7,マクロス7,694,7.6
9270,樱桃小丸子,ちびまる子ちゃん,695,7.6
277554,无职转生 ～在异世界认真地活下去～,無職転生 ～異世界行ったら本気だす～,696,7.6
69484,Little Busters! 〜Refrain〜,リトルバスターズ! 〜Refrain〜,697,7.6
10599,科拉传奇 第一季：气和,The Legend of Korra Book 1: Air,699,7.6
10402,圣战士登拜因,聖戦士ダンバイン,700,7.7
3773,闪电十一人,イナズマイレブン,701,7.6
2215,魔方大厦,魔方大厦,705,7.6
60607,南方公园 第8季,South Park Season 8,707,7.7
60604,南方公园 第5季,South Park Season 5,709,7.7
88411,科拉传奇 第三季：易,The Legend of Korra Book 3: Change,711,7.7
976,怪 ～ayakashi ～,怪 〜ayakashi〜,712,7.6
1444,天才麻将少女,咲-Saki-,714,7.6
4255,迷糊餐厅,WORKING!!,715,7.6
9617,星界的战旗,星界の戦旗,716,7.6
141799,飞翔的魔女,ふらいんぐうぃっち,717,7.6
78798,第一神拳 Rising,はじめの一歩 Rising,718,7.7
20813,世界第一初恋2,世界一初恋2,719,7.6
2936,苍穹之法芙娜,蒼穹のファフナー,721,7.6
2074,逮捕令,逮捕しちゃうぞ,722,7.6
273843,BEASTARS,BEASTARS,724,7.6
2785,犬夜叉 完结篇,犬夜叉 完結編,728,7.6
170415,小马驹G4 第六季,My Little Pony: Friendship Is Magic : S6,730,7.7
12,人形电脑天使心,ちょびっツ,732,7.6
53984,恶魔阿萨谢尔在召唤你Z,よんでますよ、アザゼルさん。Z,733,7.6
4043,魁！！库洛马迪高校,魁!!クロマティ高校,739,7.6
4283,RAINBOW 少年犯之七人,RAINBOW 二舎六房の七人,741,7.6
175137,忍者杀手 特别编辑版,ニンジャスレイヤー フロムアニメイシヨン （スペシャル・エディシヨン）,743,7.6
3755,西蒙,シムーン,745,7.6
2103,龙珠改,ドラゴンボール改,747,7.6
54433,我的青春恋爱物语果然有问题,やはり俺の青春ラブコメはまちがっている。,748,7.5
